
10;0;0;0;0;0;0
20;5;20;0;2;11;0
30;1;17;0;2;13;0
40;0;16;0;2;13;0
50;0;16;0;2;13;0
60;0;16;0;2;13;0
70;0;15;0;1;13;0
80;0;16;0;2;13;0
90;0;16;0;2;13;0
100;0;16;0;2;13;0
110;0;16;0;2;13;0
120;0;16;0;2;13;0
130;0;16;0;2;13;0
140;0;16;0;2;13;0
150;0;15;0;1;13;0
160;0;16;0;2;13;0
170;0;16;0;2;13;0
180;0;16;0;2;13;0
190;0;16;0;2;13;0
200;0;16;0;2;13;0
210;0;16;0;2;13;0
220;0;16;0;2;13;0
230;0;16;0;2;13;0
240;0;16;0;2;13;0
250;0;16;0;2;13;0
260;0;16;0;2;13;0
270;0;15;0;1;13;0
280;0;16;0;2;13;0
290;0;16;0;2;13;0
300;0;16;0;2;13;0
310;5;22;0;2;24;0
320;29;36;3;4;88;0
330;24;33;3;4;141;0
340;8;19;1;2;158;0
350;0;4;0;0;158;0
360;0;0;0;0;158;0
370;0;0;0;0;158;0
380;0;0;0;0;158;0
390;0;2;0;0;158;0
400;0;12;0;1;158;0
410;0;19;0;2;158;0
420;0;17;0;2;158;0
430;0;18;0;2;158;0
440;0;17;0;2;158;0
450;0;17;0;2;158;0
460;0;17;0;2;158;0
470;0;17;0;2;158;0
480;0;16;0;2;158;0
490;0;17;0;2;158;0
500;0;15;0;1;158;0
510;0;17;0;2;158;0
520;0;16;0;2;158;0
530;0;16;0;2;158;0
540;0;16;0;2;158;0
550;0;16;0;2;158;0
560;0;19;0;2;158;0
570;0;20;0;2;158;0
580;0;21;0;2;158;0
590;0;20;0;2;158;0
600;0;19;0;2;158;0
610;0;20;0;2;158;0
620;0;19;0;2;158;0
630;0;20;0;2;158;0
640;0;19;0;2;158;0
650;0;20;0;2;158;0
660;0;19;0;2;158;0
670;0;19;0;2;158;0
680;0;20;0;2;158;0
690;0;19;0;2;158;0
700;0;20;0;2;158;0
710;0;19;0;2;158;0
720;0;20;0;2;158;0
730;0;19;0;2;158;0
740;0;20;0;2;158;0
750;0;18;0;2;158;0
760;0;19;0;2;158;0
770;0;20;0;2;158;0
780;0;20;0;2;158;0
790;0;21;0;2;158;0
800;0;21;0;2;158;0
810;0;21;0;2;158;0
820;0;18;0;2;158;0
830;0;17;0;2;158;0
840;0;17;0;2;158;0
850;0;12;0;1;158;0
860;0;22;0;2;158;0
870;0;21;0;2;158;0
880;0;19;0;2;158;0
890;0;20;0;2;158;0
900;0;19;0;2;158;0
910;0;18;0;2;158;0
920;0;18;0;2;158;0
930;0;18;0;2;158;0
940;0;18;0;2;158;0
950;0;17;0;2;158;0
960;0;19;0;2;158;0
971;0;22;0;2;158;0
981;0;22;0;2;158;0
991;0;21;0;2;158;0
1001;0;19;0;2;158;0
1011;0;20;0;2;158;0
1021;0;19;0;2;158;0
1031;0;19;0;2;158;0
