10;0;0;0;0;0;0
20;0;0;0;0;0;0
30;6;7;0;0;13;0
40;44;52;5;6;110;0
50;37;41;4;5;192;0
60;37;41;4;5;274;0
70;37;45;4;5;356;0
80;36;44;4;5;435;0
90;37;43;4;5;517;0
100;36;44;4;5;596;0
110;37;44;4;5;678;0
120;36;44;4;5;757;0
130;37;43;4;5;839;0
140;36;44;4;5;918;0
150;37;45;4;5;1000;1
160;36;43;4;5;1079;1
170;37;44;4;5;1161;1
180;37;44;4;5;1243;1
190;37;44;4;5;1325;1
200;37;45;4;5;1407;1
210;37;44;4;5;1489;1
220;38;45;5;5;1573;1
230;37;44;4;5;1655;1
240;37;45;4;5;1737;1
250;37;45;4;5;1819;1
260;31;37;4;4;1887;1
270;19;29;2;3;1929;1
280;17;27;2;3;1966;1
290;19;27;2;3;2008;2
300;17;27;2;3;2045;2
310;18;27;2;3;2084;2
320;17;27;2;3;2121;2
